e2_idxs	e1_label	probability	e2_label	sent_id	words	e1_idxs	doc_id	ext_id	is_correct	Wrong gene	multiple gene issue	wrong phenotype	split phenotype	no_phenotype_in_sentence	note	multisence_needed
[11]	GeneName	0.7316769697786805	PhenoName	88	["Finally", ",", "we", "investigated", "whether", "_", "phb", "_", "could", "suppress", "the", "short", "root", "phenotype", "of", "_", "plt1", "plt2", "_", "mutants", "."]	[16]	PGENETICS-D-13-02998	555	\N	\N	\N	\N	\N	\N	\N	\N
[68]	GeneName	0.11783314480266167	PhenoName	91	["When", "wild", "type", "and", "_", "abcc3", "_", "plants", "were", "cultured", "in", "the", "presence", "of", "Cd", ",", "after", "9", "d", "BTC-5N-loaded", "protoplasts", "showed", "a", "comparable", "Cd-specific", "cytosolic", "fluorescence", "signal", "(", ",", ",", ",", "left", "panel", ")", ",", "whereas", "after", "22", "d", "the", "Cd-specific", "cytosolic", "signal", "decreased", "in", "wild", "type", "protoplasts", "but", "significantly", "increased", "in", "_", "abcc3", "_", "protoplasts", "(", "_", "P", "_", "<", "0.01", ")", "(", ",", ",", ",", "left", "panel", ")", "."]	[5]	10.1093.jxb.erv185	1721	\N	\N	\N	\N	\N	\N	\N	\N
[25, 26, 27, 28, 29]	GeneName	0.881851835361108	PhenoName	160	["As", "assessed", "by", "serial", "longitudinal", "sections", "of", "the", "vegetative", "meristem", ",", "_", "hua27", "hulk2", "hulk3", "_", "mutants", "had", "a", "flattened", "shoot", "apical", "meristem", "with", "an", "abnormal", "and", "reduced", "rib", "zone", ",", "as", "opposed", "to", "the", "wild-type", "shoot", "apical", "meristem", "with", "a", "high", "central", "dome", "on", "top", "of", "an", "expanded", "rib", "zone", "comprising", "well-defined", "large", ",", "round", "and", "lightly", "stained", "cells", "(", "Figureb", ")", "."]	[14]	10.1111.tpj.12629	258	\N	\N	\N	\N	\N	\N	\N	\N
[14]	GeneName	0.26917071817745997	PhenoName	211	["Elevated", "PARP1", "level", "in", "_", "atxr5", "atxr6", "_", "plants", "indicates", "that", "these", "mutants", "experience", "chronic", "DNA", "damage", "stress", ",", "which", "can", "be", "further", "increased", "by", "bleomycin", "treatment", "."]	[6]	10.1371.journal.pgen.1004682	1467	\N	\N	\N	\N	\N	\N	\N	\N
[6]	GeneName	0.5012349243554617	PhenoName	1	["Reduced", "root", "meristem", "length", "in", "_", "tic", "_", "mutant", "is", "due", "to", "the", "repressed", "expression", "of", "_", "PIN", "_", "genes", "for", "decreased", "acropetal", "auxin", "transport", ",", "leading", "to", "low", "auxin", "accumulation", "."]	[6]	10.1093.jxb.ert374	967	\N	\N	\N	\N	\N	\N	\N	\N
[27]	GeneName	0.7328192848247682	PhenoName	147	["_", "prn1", "_", "mutants", "exhibited", "an", "average", "hypocotyl", "growth", "angle", "(", "from", "the", "horizontal", ")", "of", "56.6", "(", "+", "/", "3.55", "SEM", ")", "degrees", ",", "while", "the", "WT", "seedlings", "exhibited", "an", "average", "of", "78.0", "(", "+", "/", "2.06", "SEM", ")", "degrees", "."]	[1]	10.1371.journal.pone.0093371	1085	\N	\N	\N	\N	\N	\N	\N	\N
[6, 7, 8]	GeneName	0.4978691329736577	PhenoName	119	["All", "the", "F1", "population", "seeds", "were", "insensitive", "to", "ABA", "(", "Table", ")", ",", "thus", "confirming", "that", "the", "_", "trin1", "_", "mutant", "was", "indeed", "allelic", "to", "_", "abi4", "_", "."]	[26]	10.3389.fpls.2015.00861	1290	\N	\N	\N	\N	\N	\N	\N	\N
[13]	GeneName	0.27007689937643764	PhenoName	352	["Analysis", "of", "Arabidopsis", "glucose", "insensitive", "mutants", ",", "gin5", "and", "gin6", ",", "reveals", "a", "central", "role", "of", "the", "plant", "hormone", "ABA", "in", "the", "regulation", "of", "plant", "vegetative", "development", "by", "sugar", "."]	[9]	10.1371.journal.pgen.1003577	493	\N	\N	\N	\N	\N	\N	\N	\N
[22]	GeneName	0.8822901924265557	PhenoName	289	["Analysis", "of", "combinatorial", "loss-of-function", "mutants", "in", "the", "_", "Arabidopsis", "_", "ethylene", "receptors", "reveals", "that", "the", "_", "ers1", "etr1", "_", "double", "mutant", "has", "severe", "developmental", "defects", "that", "are", "EIN2", "dependent", "."]	[17]	10.1093.jxb.erp209	1286	\N	\N	\N	\N	\N	\N	\N	\N
[53]	GeneName	0.7327733409488195	PhenoName	160	["As", "assessed", "by", "serial", "longitudinal", "sections", "of", "the", "vegetative", "meristem", ",", "_", "hua27", "hulk2", "hulk3", "_", "mutants", "had", "a", "flattened", "shoot", "apical", "meristem", "with", "an", "abnormal", "and", "reduced", "rib", "zone", ",", "as", "opposed", "to", "the", "wild-type", "shoot", "apical", "meristem", "with", "a", "high", "central", "dome", "on", "top", "of", "an", "expanded", "rib", "zone", "comprising", "well-defined", "large", ",", "round", "and", "lightly", "stained", "cells", "(", "Figureb", ")", "."]	[14]	10.1111.tpj.12629	261	\N	\N	\N	\N	\N	\N	\N	\N
[33, 34]	GeneName	0.7317670762970048	PhenoName	113	["However", ",", "the", "_", "apum23", "rev", "_", "double", "mutant", "had", "pin-shaped", "outgrowths", "in", "the", "centre", "of", "the", "rosette", "that", "arose", "after", "the", "emergence", "of", "several", "_", "apum23", "_", "-", "like", ",", "but", "more", "elongated", "leaves", "."]	[4]	10.1093.jxb.ert478	347	\N	\N	\N	\N	\N	\N	\N	\N
[52, 53, 54]	GeneName	0.7307553360548653	PhenoName	190	["A", "role", "of", "_", "AtGH9C1", "_", "expression", "in", "root", "hair", "development", "was", "further", "supported", "by", "published", "microarray", "experiments", "that", "included", "the", "concomitant", "response", "of", "_", "AtGH9C1", "_", "expression", "to", "treatments", "that", ",", "a", ")", "increased", "root", "hair", "length", "(", "P", "and", "Fe", "deficiency", ")", ";", "or", "b", ")", "mutants", "with", "short", "or", "defective", "root", "hairs", "(", "_", "rhd2", ",", "rsl4", "_", ")", "."]	[57]	10.1371.journal.pone.0049363	114	\N	\N	\N	\N	\N	\N	\N	\N
[24]	GeneName	0.26842324625889596	PhenoName	196	["If", "_", "sfr3", "_", "is", "simply", "a", "weaker", "mutant", "allele", "of", "_", "ACC1", "_", "than", "_", "gsd1", "_", ",", "one", "might", "expect", "a", "less", "severe", "phenotype", "than", "is", "present", "with", "_", "gsd1", "_", "unless", "the", "increased", "malonyl-CoA", "demand", "in", "the", "cold", "is", "substantial", "."]	[2]	10.1093.jxb.ers191	1715	\N	\N	\N	\N	\N	\N	\N	\N
[27]	GeneName	0.49999043991250247	PhenoName	164	["In", "_", "as1", "_", "mutant", "flowers", ",", "the", "sepal", "and", "petal", "abscission", "zones", "are", "displaced", "distally", ",", "detachment", "of", "the", "medial", "sepals", "is", "significantly", "delayed", ",", "and", "proximal", "domains", "within", "the", "medial", "sepals", "show", "an", "altered", "identity", "."]	[2]	10.1186.s12870-014-0195-5	1781	\N	\N	\N	\N	\N	\N	\N	\N
[13, 14]	GeneName	0.8816224030521956	PhenoName	94	["When", "inoculated", "with", "the", "virulent", "bacterial", "pathogen", ",", "_", "lip5", "_", "mutants", "developed", "severe", "chlorosis", "based", "on", "both", "visual", "appearance", "(", ")", "and", "chlorophyll", "levels", "(", "see", ")", "as", "observed", "in", "the", "_", "sid2", "_", "and", "_", "npr1", "_", "mutants", ",", "while", "wild-type", "plants", "displayed", "only", "very", "mild", "disease", "symptoms", "at", "34", "days", "post", "inoculation", "(", "dpi", ")", "."]	[9]	10.1371.journal.ppat.1004243	144	\N	\N	\N	\N	\N	\N	\N	\N
[50, 51, 52]	GeneName	0.7313822435790011	PhenoName	246	["The", "results", "showed", "that", "neither", "the", "_", "myb33", "myb97", "myb101", "myb120", "_", "nor", "the", "_", "myb65", "myb97", "myb101", "myb120", "_", "quadruple", "mutant", "exhibited", "a", "more", "severe", "phenotype", "than", "the", "triple", "mutant", "(", ";", ")", ",", "indicating", "that", "neither", "_", "MYB33", "_", "nor", "_", "MYB65", "_", "has", "a", "significant", "impact", "on", "pollen", "tube", "reception", "."]	[17]	10.1371.journal.pgen.1003933	644	\N	\N	\N	\N	\N	\N	\N	\N
[33]	GeneName	0.267942512687033	PhenoName	51	["Further", ",", "plants", "bearing", "_", "hua1", "hua2", "_", "and", "_", "hen2", "_", "or", "_", "hen4", "_", "alleles", "were", "found", "to", "have", "elevated", "levels", "of", "aberrant", "_", "AG", "_", "transcripts", "that", "terminate", "within", "the", "large", "second", "intron", ",", "consistent", "with", "floral", "phenotypes", "associated", "with", "reduced", "_", "AG", "_", "activity", "(", "Cheng", "_", "etal", "_", "."]	[10]	10.1111.tpj.12629	228	\N	\N	\N	\N	\N	\N	\N	\N
[15]	GeneName	0.26889024039207976	PhenoName	150	["We", "found", "that", "the", "_", "prn1", "_", "shoot", "growth", "angle", "was", "significantly", "different", "than", "the", "WT", "angle", "(", "Mann-Whitney", "test", ";", "p", "<", "0.001", ")", "."]	[5]	10.1371.journal.pone.0093371	1090	\N	\N	\N	\N	\N	\N	\N	\N
[10, 11]	GeneName	0.8813729583173073	PhenoName	219	["The", "_", "hlq", "_", "mutant", "was", "previously", "mapped", "to", "the", "short", "arm", "of", "chromosome", "3", ",", "~", "6.6", "cM", "south", "of", "the", "SSLP", "marker", "_", "nga162", "_", "."]	[2]	10.1093.jxb.eru198_2	714	\N	\N	\N	\N	\N	\N	\N	\N
[12]	GeneName	0.49834779522253503	PhenoName	175	["Other", "mutants", "with", "altered", "silique", "or", "branch", "architecture", ",", "such", "as", "_", "plethora", "_", "(", "_", "plt", "_", ")", "in", "_", "Arabidopsis", "_", "and", "_", "lazy1", "_", "(", "_", "la1", "_", ")", "in", "rice", ",", "also", "show", "altered", "auxin", "accumulation", "or", "transport", "within", "their", "organs", "."]	[25]	10.1371.journal.pgen.1003759	841	\N	\N	\N	\N	\N	\N	\N	\N
[52]	GeneName	0.26845441068589737	PhenoName	79	["Unlike", "_", "cvy1", "_", "mutants", ",", "_", "arp2/3", "_", "mutants", "(", "_", "arpc2", "_", "rosette", "leaves", "=", "181.3", ",", "n", "=", "14", "and", "_", "arpc4", "_", "rosette", "leaves", "=", "221.5", ",", "n", "=", "12", ",", "at", "bolting", "time", ")", "showed", "a", "significantly", "(", "P", "<", "0.05", ")", "delayed", "flowering", "phenotype", "compared", "to", "WT", "and", "_", "cvy1", "_", "mutant", "(", "FigureA", ")", ",", "suggesting", "that", "CURVY1", "might", "regulate", "growth", "development", "through", "distinct", "signal", "transduction", "cascades", "to", "control", "transition", "from", "vegetative", "to", "reproductive", "stage", "."]	[24]	10.1186.s12870-014-0221-7	281	\N	\N	\N	\N	\N	\N	\N	\N
[3, 4]	GeneName	0.49900674761127256	PhenoName	275	["_", "Drosophila", "_", "retinal", "degeneration", "C", "(", "rdgC", ")", "encodes", "a", "novel", "serine/threonine", "protein", "phosphatase", "."]	[12, 13, 14]	10.1371.journal.pone.0002699	1798	\N	\N	\N	\N	\N	\N	\N	\N
[55]	GeneName	0.2691205118198517	PhenoName	233	["We", "found", "that", "_", "OE-ABI4", "_", "was", "sensitive", "to", "PAC", "and", "_", "abi4", "_", "was", "resistant", ",", "while", "exogenous", "GA", "rescued", "the", "delayed", "germination", "phenotype", "of", "_", "OE-ABI4", "_", "(", ",", ")", ",", "and", "further", ",", "the", "GA", "measurements", "result", "showed", "that", "_", "abi4", "_", "seeds", "indeed", "contain", "higher", "levels", "of", "active", "GA4", "than", "the", "WT", "."]	[43]	10.1371.journal.pgen.1003577	482	\N	\N	\N	\N	\N	\N	\N	\N
[57]	GeneName	0.26668611874347153	PhenoName	164	["For", "example", ",", "the", "narrow", ",", "epinastic", "leaves", "in", "the", "plants", "overexpressing", "_", "IDD", "_", "are", "similar", "to", "those", "in", "auxin", "overproduction", "mutants", "or", "transgenic", "plants", ",", "such", "as", "_", "yucca", "_", "(", "_", "yuc1D", "_", ")", ",", "_", "yucca6-1D", "_", ",", "and", "_", "p35S", ":", ":", "YUC_s", "transgenic", "plants", ",", ",", ",", "whereas", "the", "rotund", "and", "curly", "rosette", "leaves", "and", "abnormal", "floral", "phenotype", "in", "the", "loss-of-function", "_", "idd", "_", "mutants", "are", "similar", "to", "those", "observed", "in", "the", "mutants", "defective", "in", "auxin", "biosynthesis", "or", "transport", "."]	[30]	10.1371.journal.pgen.1003759	840	\N	\N	\N	\N	\N	\N	\N	\N
[2]	GeneName	0.26831237540240443	PhenoName	195	["Resistance", "to", "progressive", "drought", "stress", "was", "carried", "out", "in", "the", "same", "5050", "(", "v/v", ")", "mixture", "of", "compost", "and", "sand", "used", "for", "thermal", "imaging", "in", "67", "cm3", "baskets", "with", "a", "0.5", "cm", "layer", "of", "vermiculite", "at", "the", "bottom", ";", "pots", "were", "adjusted", "to", "contain", "the", "same", "weight", "of", "growth", "medium", "."]	[26]	10.1371.journal.pone.0020243	1357	\N	\N	\N	\N	\N	\N	\N	\N
[19, 20, 21, 22]	GeneName	0.8817698287089519	PhenoName	160	["As", "assessed", "by", "serial", "longitudinal", "sections", "of", "the", "vegetative", "meristem", ",", "_", "hua27", "hulk2", "hulk3", "_", "mutants", "had", "a", "flattened", "shoot", "apical", "meristem", "with", "an", "abnormal", "and", "reduced", "rib", "zone", ",", "as", "opposed", "to", "the", "wild-type", "shoot", "apical", "meristem", "with", "a", "high", "central", "dome", "on", "top", "of", "an", "expanded", "rib", "zone", "comprising", "well-defined", "large", ",", "round", "and", "lightly", "stained", "cells", "(", "Figureb", ")", "."]	[13]	10.1111.tpj.12629	255	\N	\N	\N	\N	\N	\N	\N	\N
[47]	GeneName	0.7324146546399556	PhenoName	94	["When", "inoculated", "with", "the", "virulent", "bacterial", "pathogen", ",", "_", "lip5", "_", "mutants", "developed", "severe", "chlorosis", "based", "on", "both", "visual", "appearance", "(", ")", "and", "chlorophyll", "levels", "(", "see", ")", "as", "observed", "in", "the", "_", "sid2", "_", "and", "_", "npr1", "_", "mutants", ",", "while", "wild-type", "plants", "displayed", "only", "very", "mild", "disease", "symptoms", "at", "34", "days", "post", "inoculation", "(", "dpi", ")", "."]	[9]	10.1371.journal.ppat.1004243	145	\N	\N	\N	\N	\N	\N	\N	\N
[8, 9]	GeneName	0.732346910160797	PhenoName	271	["Arabidopsis", "_", "lox3", "lox4", "_", "double", "mutants", "are", "male", "sterile", "and", "defective", "in", "global", "proliferative", "arrest", "."]	[2]	10.1371.journal.pbio.1001513	870	\N	\N	\N	\N	\N	\N	\N	\N
[2]	GeneName	0.7309232270666784	PhenoName	153	["In", "untreated", "WT", "and", "_", "wrky34", "_", "mutant", "plants", ",", "the", "levels", "of", "MIKC", "*", "transcripts", "showed", "no", "significant", "difference", "between", "the", "WT", "and", "_", "wrky34", "_", "mutants", "."]	[25]	10.1093.jxb.erq204	1407	\N	\N	\N	\N	\N	\N	\N	\N
[32]	GeneName	0.7331709385957824	PhenoName	26	["4", ")", "Also", "with", "respect", "to", "the", "above", ",", "can", "PIN3", "expressed", "under", "PIN1", "promoter", "rescue", "the", "_", "pin1", "_", "mutant", ",", "and", "if", "so", ",", "what", "about", "the", "PIN3", "S4A", "S5A", "variant", "?"]	[18]	10.7554.eLife.02860.034	1129	\N	\N	\N	\N	\N	\N	\N	\N
[99]	GeneName	0.26913070164454655	PhenoName	147	["The", "idea", "that", "_", "rfc1-2", "_", "/", "affected", "Type", "I", "CO", "formation", ",", "but", "not", "Type", "II", "is", "supported", "by", "several", "lines", "of", "evidence", ":", "(", "1", ")", "_", "rfc1-2", "_", "/", "has", "reduced", "bivalent", "formation", ",", "similar", "to", "_", "msh4", "_", "/", "and", "_", "ptd", "_", "/", ",", "but", "more", "severe", "than", "_", "mus81", "_", "/", ";", "(", "2", ")", "_", "rfc1-2", "_", "/", "double", "mutants", "with", "_", "msh4", "_", "/", "or", "_", "ptd", "_", "/", "are", "more", "similar", "to", "_", "rfc1-2", "_", "/", "single", "mutants", ",", "but", "_", "rfc1-2", "_", "/", "_", "mus81", "_", "/", "is", "more", "severe", "than", "either", "_", "rfc1-2", "_", "/", "or", "_", "mus81", "_", "/", ";", "(", "3", ")", "COs", "in", "_", "rfc1-2", "_", "/", "showed", "no", "interference", "."]	[108]	10.1371.journal.pgen.1003039	681	\N	\N	\N	\N	\N	\N	\N	\N
[26]	GeneName	0.2679997404412677	PhenoName	136	["Furthermore", ",", "because", "that", "ABA", "is", "involved", "in", "the", "suppression", "of", "GA", "biosynthesis", "during", "seed", "germination", ",", "and", "the", "ABA", "measurements", "between", "_", "abi4", "_", "and", "WT", "seeds", "also", "supported", "this", "speculation", "."]	[23]	10.1371.journal.pgen.1003577	450	\N	\N	\N	\N	\N	\N	\N	\N
[15]	GeneName	0.5031280135564558	PhenoName	58	["Although", "the", "_", "stn1", "(", "C", ")", "_", "mutants", "in", "a", "pure", "Col-0", "background", "exhibit", "profound", "developmental", "defects", "already", "in", "G1", ",", "as", "in", "the", "case", "of", "_", "stn1", "(", "W/C", ")", "_", "plants", ",", "these", "defects", "worsened", "in", "G2", "and", "G3", "generations", "(", "and", "."]	[3]	10.1371.journal.pgen.1004682	1438	\N	\N	\N	\N	\N	\N	\N	\N
[50]	GeneName	0.7320365361453164	PhenoName	40	["The", "proposed", "loss", "of", "PIN", "phosphorylation", "in", "the", "_", "pid", "_", "mutant", "has", "been", "used", "to", "explain", "the", "phenotypic", "similarity", "between", "_", "pin1", "_", "and", "_", "pid", "_", "mutants", ":", "_", "pin1", "_", "mutants", ",", "on", "the", "one", "side", ",", "have", "a", "pin-formed", "inflorescence", "because", "they", "are", "devoid", "of", "the", "central", "auxin", "efflux", "protein", "required", "for", "shoot", "meristem", "differentiation", "(", ")", ";", "_", "pid", "_", "mutants", ",", "on", "the", "other", "side", ",", "are", "deficient", "in", "PIN1", "phosphorylation", ",", "which", "seemingly", "prevents", "the", "essential", "basal-to-apical", "polarity", "switch", "required", "to", "redirect", "auxin", "fluxes", "during", "differentiation", "at", "the", "shoot", "meristem", "."]	[9]	10.7554.eLife.02860	1659	\N	\N	\N	\N	\N	\N	\N	\N
[4]	GeneName	0.26784393072314033	PhenoName	122	["The", "root", "length", "of", "wt", "seedlings", "was", "reduced", ">", "60", "%", "at", "50", "mM", "and", "163", "mM", "glycerol", ",", "and", "by", ">", "75", "%", "at", "217", "mM", "glycerol", ",", "whereas", "that", "of", "_", "ahr1", "_", "was", "reduced", "by", "40", "%", "at", "50", "mM", "and", "163", "mM", "glycerol", "and", "by", ">", "60", "%", "at", "217", "mM", "glycerol", "."]	[33]	10.1093.jxb.ers025	1185	\N	\N	\N	\N	\N	\N	\N	\N
[9]	GeneName	0.5011619658954625	PhenoName	15	["The", "_", "myb97", "myb101", "myb120", "_", "triple", "mutation", "caused", "overgrowth", "of", "the", "pollen", "tube", "into", "the", "embryo", "sac", "and", "disrupted", "sperm", "cell", "discharge", ",", "leading", "to", "failed", "fertilization", "."]	[4]	10.1371.journal.pgen.1003933	613	\N	\N	\N	\N	\N	\N	\N	\N
[15]	GeneName	0.7332420493950675	PhenoName	228	["Expression", "levels", "of", "target", "genes", "in", "the", "_", "ashh2", "_", "mutant", "were", "calculated", "relative", "to", "wt", "levels", "with", "normalization", "to", "_", "ACTIN2", "_", ",", "using", "the", "formula", "RE", "=", "EtargetCPtarget", "(", "wt", "-", "_", "ashh2", "_", ")", "-RSB-", "/", "Eactin", "-LSB-", "(", "CPactin", "(", "wt", "_", "ashh2", "_", ")", "-RSB-", ",", "where", "target", "represents", "the", "target", "gene", "analyzed", "."]	[8]	10.1371.journal.pone.0007817	35	\N	\N	\N	\N	\N	\N	\N	\N
[37]	GeneName	0.2672739357167549	PhenoName	161	["The", "double", "or", "higher", "orders", "of", "mutant", "combinations", "between", "_", "ncp1", "_", "and", "_", "wag1", "wag2", "pid2", "_", "did", "not", "show", "obvious", "phenotypic", "enhancement", ",", "suggesting", "that", "_", "PID", "_", "played", "a", "more", "predominant", "role", "in", "regulating", "cotyledon", "development", "than", "_", "WAG1", "_", ",", "_", "WAG2", "_", ",", "_", "and", "PID2", "_", "."]	[15]	PGENETICS-D-15-01713	1482	\N	\N	\N	\N	\N	\N	\N	\N
[5]	GeneName	0.4990044283597861	PhenoName	230	["This", "was", "replaced", "by", "a", "diffuse", "band", ",", "~", "300", "nucleotides", "larger", "(", ")", ",", "which", "is", "consistent", "with", "the", "prediction", "that", "the", "mutation", "disrupts", "splicing", "of", "the", "300", "nucleotide", "intron", "7", "in", "_", "At3g20780", "_", "pre-mRNA", "and", "that", "the", "_", "hlq", "_", "mutation", "is", "a", "null", "allele", "."]	[41]	10.1093.jxb.eru198_2	717	\N	\N	\N	\N	\N	\N	\N	\N
[31]	GeneName	0.26952242326190023	PhenoName	351	["Moreover", ",", "an", "_", "Arabidopsis", "_", "calcium-dependent", "binding", "protein", "_", "AtCLB", "_", "gene", "overexpression", "line", "exhibited", "reduced", "root", "gravitropism", ",", "but", "a", "T-DNA", "insertion", "mutant", "exhibited", "greater", "root", "gravitropism", "than", "the", "WT", "."]	[16, 17, 18]	10.1093.jxb.ert241	915	\N	\N	\N	\N	\N	\N	\N	\N
[50]	GeneName	0.26985820880957934	PhenoName	40	["The", "proposed", "loss", "of", "PIN", "phosphorylation", "in", "the", "_", "pid", "_", "mutant", "has", "been", "used", "to", "explain", "the", "phenotypic", "similarity", "between", "_", "pin1", "_", "and", "_", "pid", "_", "mutants", ":", "_", "pin1", "_", "mutants", ",", "on", "the", "one", "side", ",", "have", "a", "pin-formed", "inflorescence", "because", "they", "are", "devoid", "of", "the", "central", "auxin", "efflux", "protein", "required", "for", "shoot", "meristem", "differentiation", "(", ")", ";", "_", "pid", "_", "mutants", ",", "on", "the", "other", "side", ",", "are", "deficient", "in", "PIN1", "phosphorylation", ",", "which", "seemingly", "prevents", "the", "essential", "basal-to-apical", "polarity", "switch", "required", "to", "redirect", "auxin", "fluxes", "during", "differentiation", "at", "the", "shoot", "meristem", "."]	[22]	10.7554.eLife.02860	1660	\N	\N	\N	\N	\N	\N	\N	\N
[7]	GeneName	0.26844293857400237	PhenoName	130	["For", "this", ",", "_", "ahr1", "_", "and", "wt", "seeds", "were", "plated", "diagonally", "in", "the", "upper", "section", "of", "the", "horizontal", "WSMNM", "screening", "system", "."]	[4]	10.1093.jxb.ers025	1187	\N	\N	\N	\N	\N	\N	\N	\N
[59]	GeneName	0.2691712349551955	PhenoName	112	["Due", "to", "the", "severity", "of", "the", "_", "atku80", "_", "and", "_", "atku80", "atrad21", ".1", "_", "mutant", "phenotypes", "it", "is", "not", "possible", "to", "determine", "if", "the", "DNA", "damage", "hypersensitivity", "phenotype", "observed", "in", "the", "_", "atku80", "atrad21", ".1", "_", "double", "mutant", "is", "identical", "to", "that", "of", "the", "_", "atku80", "_", ",", "or", "if", "it", "is", "cumulative", ",", "yet", "masked", "by", "the", "severity", "of", "the", "_", "atku80", "_", "phenotype", "."]	[63]	10.1186.s12870-014-0353-9	83	\N	\N	\N	\N	\N	\N	\N	\N
[27]	GeneName	0.26805403853512755	PhenoName	152	["This", "might", "explain", "why", "_", "WRKY34", "_", "expression", "in", "_", "agl66", "_", ",", "_", "agl65", "_", ",", "and", "_", "agl104", "_", "showed", "no", "obvious", "difference", "from", "the", "WT", "without", "cold", "treatment", "."]	[19]	10.1093.jxb.erq204	1404	\N	\N	\N	\N	\N	\N	\N	\N
[22]	GeneName	0.26858909819893073	PhenoName	164	["In", "addition", ",", "no", "obvious", "phenotypic", "change", "was", "observed", "in", "either", "the", "QUA3-OE", "or", "_", "qua3", "_", "seedlings", "as", "compared", "with", "the", "WT", "in", "terms", "of", "cell", "adhesion", "in", "the", "hypocotyls", ",", "the", "appearance", "of", "various", "organs", "using", "scanning", "EM", ",", "or", "in", "the", "length", "of", "the", "hypocotyls", "grown", "in", "the", "dark", "without", "sucrose", "supplementation", "(", "data", "not", "show", ")", "."]	[15]	10.1093.jxb.err211	751	\N	\N	\N	\N	\N	\N	\N	\N
[29]	GeneName	0.26845424060220185	PhenoName	417	["Sanger", "sequencing", "results", "on", "both", "strands", "of", "independent", "amplicons", "spanning", "the", "_", "hlq", "_", "point", "mutation", "at", "chr3", ":", "7267232", ",", "confirming", "the", "Illumina", "whole-genome", "re-sequencing", "result", "of", "GA", "transition", "."]	[17]	10.1093.jxb.eru198_2	742	\N	\N	\N	\N	\N	\N	\N	\N
[17]	GeneName	0.2673157979578901	PhenoName	176	["Little", "difference", "was", "observed", "between", "_", "sfr3", "_", "and", "wild-type", "plants", "grown", "in", "the", "warm", ",", "but", "clear", "differences", "were", "present", "after", "transfer", "to", "(", "and", "further", "growth", "in", ")", "the", "cold", "."]	[6]	10.1093.jxb.ers191	1704	\N	\N	\N	\N	\N	\N	\N	\N
[5, 6]	GeneName	0.11904969421993827	PhenoName	136	["Indeed", ",", "_", "fry1", "_", "late", "flowering", ",", "short", "petioles", "and", "hypocotyl", "hypersensitivity", "to", "red", "light", "phenotypes", "are", "largely", "mimicked", "by", "the", "_", "xrn2", "xrn3", "_", "double", "mutant", "."]	[5, 6]	10.1371.journal.pone.0016724	127	\N	\N	\N	\N	\N	\N	\N	\N
[18]	GeneName	0.500350448401775	PhenoName	8	["_", "prn1", "_", "mutant", "seedlings", "survived", "a", "dose", "of", "high-energy", "UV", "(", "254", "nm", ")", "radiation", "that", "killed", "WT", "seedlings", "."]	[1]	10.1371.journal.pone.0093371	1059	\N	\N	\N	\N	\N	\N	\N	\N
[7, 8]	GeneName	0.4981876355741264	PhenoName	232	["This", "predication", "is", "likely", "supported", "by", "the", "short", "hypocotyl", "phenotype", "of", "the", "_", "etr2-2", "saur76", "_", "compared", "to", "the", "_", "etr2-2", "_", "after", "ethylene", "(", "1", "and", "10", "ppm", ")", "treatment", "."]	[14]	10.1038.srep12477	1694	\N	\N	\N	\N	\N	\N	\N	\N
[19]	GeneName	0.2680983954039754	PhenoName	95	["The", "segregation", "ratio", "of", "F2", "seedlings", "after", "the", "fourth", "backcross", "of", "_", "ahr1", "_", "with", "the", "wt", "(", "83", "wt", ":206", "intermediate", "root", ":96", "altered", "hydrotropic", "response", ")", "indicated", "that", "the", "inheritance", "pattern", "occurred", "from", "segregation", "of", "a", "single", "semi-dominant", "gene", "with", "a", "1:2:1", "segregation", "(", "2", "=", "0.323", "<", "2", "0.05", "(", "1", ")", "=", "3.841", ")", "."]	[12]	10.1093.jxb.ers025	1166	\N	\N	\N	\N	\N	\N	\N	\N
[9]	GeneName	0.2696790847058858	PhenoName	226	["A", "viable", "_", "Arabidopsis", "pex13", "_", "missense", "allele", "confers", "severe", "peroxisomal", "defects", "and", "decreases", "PEX5", "association", "with", "peroxisomes", "."]	[4]	PONE-D-15-46773	332	\N	\N	\N	\N	\N	\N	\N	\N
[25, 26]	GeneName	0.8817172624226006	PhenoName	80	["However", ",", "the", "functional", "role", "of", "DCP1", "in", "the", "recruitment", "of", "SPI", "to", "P-bodies", "could", "not", "be", "analyzed", ",", "as", "_", "dcp1", "_", "mutants", "are", "embryonic", "lethal", "-LSB-", "-RSB-", "."]	[21]	PBIOLOGY-D-14-01698	1756	\N	\N	\N	\N	\N	\N	\N	\N
[1]	GeneName	0.2685285692543968	PhenoName	209	["The", "overgrowth", "of", "the", "triple-mutant", "pollen", "tubes", "also", "occurred", "in", "a", "cross", "of", "wild", "type", "plants", "with", "the", "_", "myb97", "myb101", "myb120", "_", "triple", "mutant", "pollen", "grains", ",", "as", "expected", "."]	[19]	10.1371.journal.pgen.1003933	626	\N	\N	\N	\N	\N	\N	\N	\N
